@CSGames20xx  Awesome competition by Sherbrooke! &lt;3 #CSGames2015
@Wikt What are you guys up to right now?
"@Wikt zk here, where you at? camail still sleeping, i dunno where rest of you at"
@daringsharpe @BGALLY17 @CanadiensMTL Beautiful! http://t.co/d2uWWO85qz
#WelcomeBackDanHarmon
