RT @MSFT_Military: Marine corporal proves military members deliver when given a chance at an IT career. #WeStillServe https://t.co/GhZUGpjB\u2026
RT @Windows: Enjoy a more interactive gaming experience. The #Windows10 Creators Update includes built-in Beam broadcasting: https://t.co/F\u2026
RT @MicrosoftEDU: Explore this case study on how @WillistonNS emphasizes #edtech &amp; uses #Surface + #OneNote:  https://t.co/9sXIxuFAiu https\u2026
"The humble water heater, powered by the cloud, just might save the planet: https://t.co/FcPfkhjyXS https://t.co/ipob9vrbfb"
RT @MSFT_Business: Learn how a #digitaltransformation helped a school make connections around the world: https://t.co/3EobF3pMMd #MSFTRealS\u2026
RT @MSFTnews: Porsche &amp; Microsoft announce partnership for industry-leading Forza franchise https://t.co/juuYoH1qo8 https://t.co/y6c71QpQ1d
"""The ability to code has become as much a necessity as reading, writing and typing.\u201d https://t.co/59EyAIKJ9U"
RT @PhotographyTalk: Photographers Have More Reasons to Ditch Apple and Explore the Microsoft Surface Lineup https://t.co/Gxt5FHtXgV https:\u2026
Join us May 2 for a livestream to learn what\u2019s next from Microsoft. Add it to your calendar here:\u2026 https://t.co/z3UKEhe2Dw
RT @MicrosoftEDU: #MIEExpert @Jasonthegodman is on a serious mission to teach Ss to build games. Read how here: https://t.co/t3egmJjeTy #Mi\u2026
RT @MSFTEnable: Using a braille display with Narrator in the Windows 10 Creators Update: https://t.co/r61hD5NwZI\nSupported devices: https:/\u2026
RT @windowsblog: How to get the #Windows10 Creators Update https://t.co/r1QH3BdJ3W https://t.co/IuqnyfERDq
RT @panos_panay: We are all creators.  #CreatorsUpdate https://t.co/dkPn95hljf
"RT @yusuf_i_mehdi: With the #Windows10 Creators Update rolling out today, it got me thinking \u2013 who are the Creators that inspire me? https:\u2026"
RT @Windows: The #Windows10 Creators Update begins rolling out worldwide today. Discover what's new: https://t.co/OJiqcTJNA7 https://t.co/P\u2026
RT @BradSmi: I\u2019m proud of @Microsoft\u2019s efforts to tap into the unique talents of people on the autism spectrum. https://t.co/M0eL0VrcOY
"499 water heaters connected in the cloud are changing the way Hawaiians, and the world, think about renewable energy.https://t.co/BxM2ddHdTf"
RT @WIRED: The move underlines Microsoft\u2019s commitment to the tech that'll define online infrastructure in the years to come https://t.co/jv\u2026
RT @MSFTnews: .@Wired captures why our acquisition of @opendeis shows we\u2019re serious about open source https://t.co/22cPb8fdXl https://t.co/\u2026
RT @Minecraft: Big news! Community-made goodies are coming to Pocket and Windows 10 with an all new marketplace! https://t.co/kHuGrPtZLZ ht\u2026
RT @surface: Turn up your creativity with these partner updates for your #SurfaceDial. Learn more: https://t.co/6duytnWpXZ https://t.co/1Di\u2026
RT @MSFTnews: .@Microsoft to acquire @opendeis to bolster containers on @Azure https://t.co/ypcJ59dsoV https://t.co/3IfyolJjhh
